"GSCORE","SNP","CHROM","POS","TRAIT","ANNOT"
"0.76","c2_45307","chr02","25888106","CPTuber.H","Tetrapyrrole biosynthesis, uroporphyrinogen III synthase"
"0.76","c1_11556","chr02","26678102","CPTuber.H","Phloem protein 2-like"
"0.76","c2_5736","chr03","10575138","CPTuber.H",NA
"0.76","c1_11979","chr03","27757612","CPTuber.H","Domain of unknown function (DUF3474)"
"0.76","c2_30741","chr03","36095211","CPTuber.H",NA
"0.76","c2_9498","chr03","59342216","CPTuber.H","Glycosyl hydrolase family 35 signature"
"0.76","c2_29872","chr04","3817688","CPTuber.H","Signal transduction response regulator, receiver domain"
"0.76","c1_15530","chr04","47926604","CPTuber.H",NA
"0.76","c1_16535","chr04","48784097","CPTuber.H","Zinc finger C2H2 type domain signature."
"0.76","c2_11737","chr05","2118084","CPTuber.H","NB-ARC domain"
"0.76","c2_52436","chr05","6266739","CPTuber.H","AMP deaminase"
"0.76","c2_53298","chr05","13585050","CPTuber.H","Glycosyl hydrolase family 63 C-terminal domain"
"0.76","c2_53053","chr06","44536307","CPTuber.H","Fungal lipase-like domain"
"0.76","c1_12051","chr06","44992815","CPTuber.H","TLDc domain"
"0.76","c2_54191","chr06","46876107","CPTuber.H","Adenylate kinase/UMP-CMP kinase"
"0.76","c1_10825","chr07","1168991","CPTuber.H","Initiation factor eIF-4 gamma, MA3"
"0.76","c2_42640","chr07","7400709","CPTuber.H","Auxin responsive protein"
"0.76","c2_51320","chr08","42090268","CPTuber.H","Chromosome condensation regulator RCC1 signature"
"0.76","c2_984","chr10","1673530","CPTuber.H","B3 DNA binding domain"
"0.76","c2_989","chr10","1693292","CPTuber.H","Malectin-like domain"
"0.76","c2_12334","chr11","9119897","CPTuber.H","HPC2 and ubinuclein domain"
"0.76","c2_5474","chr12","671760","CPTuber.H",NA
"0.76","c1_12320","chr02","26127283","CPTuber.H","Chromo (CHRromatin Organisation MOdifier) domain"
"0.76","c2_43470","chr03","711917","CPTuber.H","Putative S-adenosyl-L-methionine-dependent methyltransferase"
"0.76","c2_17218","chr03","2040082","CPTuber.H","Scramblase"
"0.76","c1_11196","chr03","28626397","CPTuber.H","S1 RNA binding domain"
"0.76","c2_52371","chr03","41331388","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_54785","chr03","45646475","CPTuber.H","Vip1-like, RNA recognition motif, plant"
"0.76","c2_1688","chr03","50337819","CPTuber.H","Peptide methionine sulphoxide reductase MsrA superfamily"
"0.76","c2_51647","chr04","6858481","CPTuber.H","DnaJ domain"
"0.76","c1_9477","chr04","41419973","CPTuber.H","Eukaryotic integral membrane protein (DUF1751)"
"0.76","c2_48694","chr04","51061797","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c1_9619","chr04","64433073","CPTuber.H","Expressed protein At2g23090/F21P24.15"
"0.76","c1_4171","chr04","66342434","CPTuber.H","MT-A70-like"
"0.76","c2_11605","chr05","2013993","CPTuber.H","No apical meristem (NAM) protein"
"0.76","c2_36370","chr06","1919358","CPTuber.H","G protein beta WD-40 repeat signature"
"0.76","c2_56132","chr06","45313185","CPTuber.H","NAD(P)-binding domain"
"0.76","c2_33777","chr06","49982258","CPTuber.H","Protein of unknown function (DUF1644)"
"0.76","c1_2071","chr06","50583461","CPTuber.H","ACT domain profile."
"0.76","c2_9308","chr06","57541581","CPTuber.H","Oligoribonuclease"
"0.76","c1_2398","chr07","11016838","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c2_38667","chr07","45915873","CPTuber.H","CRS1 / YhbY (CRM) domain"
"0.76","c2_38787","chr07","49125807","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_3353","chr09","242257","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c1_8210","chr09","47186911","CPTuber.H","Cytochrome b561 and DOMON domain-containing protein"
"0.76","c2_12770","chr09","52297678","CPTuber.H","Protein LOW PSII ACCUMULATION 1-like"
"0.76","c1_4076","chr09","52550061","CPTuber.H","Alcohol dehydrogenase class III"
"0.76","c2_56514","chr10","47110003","CPTuber.H","PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily"
"0.76","c2_32341","chr11","11075554","CPTuber.H","Pyridoxal phosphate-dependent transferase domain 1"
"0.76","c2_2291","chr01","77314512","CPTuber.H","GHMP kinase, C-terminal domain"
"0.76","c2_47765","chr02","19054919","CPTuber.H","Winged helix-like DNA-binding domain superfamily"
"0.76","c1_13465","chr02","25989562","CPTuber.H","Peptidase_C19M"
"0.76","c1_4775","chr03","20290130","CPTuber.H","CDK5 regulatory subunit-associated protein 3"
"0.76","c1_5796","chr03","52125182","CPTuber.H","DDT domain"
"0.76","c1_13626","chr04","4619309","CPTuber.H",NA
"0.76","c1_3740","chr04","7107167","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.76","c1_5209","chr04","43831567","CPTuber.H","Amino-transferase class IV"
"0.76","c2_32042","chr04","64320276","CPTuber.H","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"0.76","c2_32938","chr06","32504756","CPTuber.H","Weak chloroplast movement under blue light"
"0.76","c2_39576","chr06","44304392","CPTuber.H","Zinc finger C2H2 type domain signature."
"0.76","c2_22289","chr06","53386516","CPTuber.H","Casparian strip membrane protein domain"
"0.76","c2_44095","chr07","46015863","CPTuber.H","Nuclear protein DGCR14/ESS-2"
"0.76","c2_45179","chr07","48178052","CPTuber.H","Ascorbate oxidase homologue, first cupredoxin domain"
"0.76","c2_29025","chr08","963908","CPTuber.H","PNPase/RNase PH domain superfamily"
"0.76","c2_32667","chr08","1745966","CPTuber.H","Ubiquitin domain profile."
"0.76","c2_52253","chr08","5337920","CPTuber.H",NA
"0.76","c1_14314","chr08","10623370","CPTuber.H","Proteasome subunit alpha5"
"0.76","c2_32277","chr08","41551092","CPTuber.H","SAWADEE domain"
"0.76","c2_54325","chr09","60463372","CPTuber.H",NA
"0.76","c2_22040","chr09","60953281","CPTuber.H",NA
"0.76","c2_45239","chr10","59067302","CPTuber.H","L-gulonolactone/D-arabinono-1,4-lactone oxidase"
"0.76","c2_23975","chr11","7384235","CPTuber.H","SSXT protein (N-terminal region)"
"0.76","c2_16709","chr11","23822206","CPTuber.H","Dynamin superfamily"
"0.76","c1_1774","chr11","25510065","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c2_4230","chr11","33626788","CPTuber.H","Sad1 / UNC-like C-terminal"
"0.76","c1_2352","chr12","5385074","CPTuber.H","Transcription initiation factor IIA, gamma subunit, C-terminal"
"0.76","c1_8635","chr12","55740194","CPTuber.H","Mitochondrial carrier domain superfamily"
"0.76","c2_6713","chr01","2142641","CPTuber.H","Alpha/beta hydrolase fold-1"
"0.76","c2_20803","chr01","62618317","CPTuber.H","Adaptor complexes medium subunit family"
"0.76","c1_4792","chr02","8767225","CPTuber.H","Photosynthesis system II assembly factor Ycf48/Hcf136"
"0.76","c2_32244","chr02","13249534","CPTuber.H","Glucose/ribitol dehydrogenase family signature"
"0.76","c2_32406","chr02","21568632","CPTuber.H",NA
"0.76","c1_14975","chr03","33518874","CPTuber.H","Mitochondrial glycoprotein superfamily"
"0.76","c1_5959","chr03","54440804","CPTuber.H","FAD-binding domain"
"0.76","c2_52390","chr06","41548283","CPTuber.H","Predicted integral membrane zinc-ribbon metal-binding protein"
"0.76","c2_49883","chr06","44583202","CPTuber.H","Sec63/Sec62 complex-interacting family"
"0.76","c2_56602","chr06","57511326","CPTuber.H","Calcium uniporter protein, C-terminal"
"0.76","c2_29386","chr07","6283722","CPTuber.H","Glycosyl transferase, family 14"
"0.76","c2_45472","chr07","47199792","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_45176","chr07","48181354","CPTuber.H","Ascorbate oxidase homologue, first cupredoxin domain"
"0.76","c2_30428","chr07","55248844","CPTuber.H","Thiamine thiazole synthase, chloroplastic [THI4]."
"0.76","c2_51957","chr08","2401993","CPTuber.H","Endomembrane protein 70"
"0.76","c1_8522","chr08","2580608","CPTuber.H","Diacylglycerol glucosyltransferase, N-terminal"
"0.76","c2_34121","chr08","4780789","CPTuber.H","Guanine nucleotide binding protein (G-protein), alpha subunit"
"0.76","c2_19534","chr08","5261337","CPTuber.H",NA
"0.76","c2_30104","chr08","5588603","CPTuber.H","PAS domain"
"0.76","c2_30037","chr08","5689136","CPTuber.H","PPC domain"
"0.76","c2_26653","chr08","56732902","CPTuber.H","Proteinase inhibitor I13, potato inhibitor I"
"0.76","c2_4197","chr09","58311851","CPTuber.H","Phosphatase BSL, C-terminal metallophosphatase domain"
"0.76","c2_3063","chr09","64503570","CPTuber.H","60S acidic ribosomal protein P0"
"0.76","c2_1220","chr10","2534738","CPTuber.H","Chromosome condensation regulator RCC1 signature"
"0.76","c1_10351","chr10","3151616","CPTuber.H",NA
"0.76","c2_6108","chr11","4545206","CPTuber.H","NGN domain, eukaryotic"
"0.76","c2_5524","chr12","345752","CPTuber.H","DEAD/DEAH box helicase domain"
"0.76","c2_18995","chr12","12881354","CPTuber.H","Protein kinase domain"
"0.76","c2_24586","chr12","59489611","CPTuber.H","Phosphoglucose isomerase, SIS domain 1"
"0.76","c2_36608","chr01","508800","CPTuber.H","Cyclic nucleotide-binding domain"
"0.76","c1_11344","chr02","20827919","CPTuber.H",NA
"0.76","c1_5895","chr02","46056543","CPTuber.H","AMP-binding enzyme, C-terminal domain"
"0.76","c2_11269","chr03","26600833","CPTuber.H","Cation efflux protein"
"0.76","c1_6308","chr03","44056188","CPTuber.H",NA
"0.76","c2_17552","chr03","48620190","CPTuber.H","Pentatricopeptide repeat"
"0.76","c2_47510","chr03","50739205","CPTuber.H","High-affinity nitrate transporter"
"0.76","c2_43229","chr04","46957891","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_33536","chr05","1546330","CPTuber.H","6-phosphogluconate dehydrogenase, decarboxylating"
"0.76","c2_37603","chr06","37995332","CPTuber.H","AMP-binding enzyme, C-terminal domain"
"0.76","c1_13805","chr06","47444536","CPTuber.H","T-complex protein 11"
"0.76","c2_5784","chr06","50641275","CPTuber.H","Mitochondrial carrier domain superfamily"
"0.76","c1_8854","chr08","1076054","CPTuber.H","HIT-like superfamily"
"0.76","c1_5010","chr10","56084857","CPTuber.H",NA
"0.76","c2_16286","chr12","46782737","CPTuber.H","Formin Homology 2 Domain"
"0.76","c1_15612","chr01","32818534","CPTuber.H","NusB-like superfamily"
"0.76","c1_7136","chr01","42777638","CPTuber.H","Double-stranded RNA-binding domain"
"0.76","c2_32440","chr02","21775692","CPTuber.H","Ribosomal protein L26/L24, KOW domain"
"0.76","c2_39178","chr02","30519473","CPTuber.H",NA
"0.76","c2_39175","chr02","30538013","CPTuber.H","Protein of unknown function (DUF640)"
"0.76","c2_5742","chr03","9688299","CPTuber.H",NA
"0.76","c1_526","chr03","46388983","CPTuber.H","Signal transduction response regulator, receiver domain"
"0.76","c2_14017","chr03","51287563","CPTuber.H","SOUL haem-binding protein"
"0.76","c2_11427","chr04","7905886","CPTuber.H","Protein kinase domain"
"0.76","c2_47607","chr05","6094477","CPTuber.H",NA
"0.76","c2_55553","chr06","2671966","CPTuber.H","Gibberellin regulated protein"
"0.76","c2_3154","chr06","4999196","CPTuber.H","Development and cell death domain"
"0.76","c2_45157","chr07","48259909","CPTuber.H",NA
"0.76","c2_19627","chr08","9132622","CPTuber.H","Mlo-related protein"
"0.76","c1_14959","chr08","35583881","CPTuber.H","DEAD/DEAH box helicase domain"
"0.76","c2_57324","chr09","43807741","CPTuber.H","Helix-loop-helix DNA-binding domain superfamily"
"0.76","c1_6546","chr09","63084729","CPTuber.H",NA
"0.76","c1_16106","chr09","65567746","CPTuber.H","Immunoglobulin-like fold"
"0.76","c2_57296","chr10","4514383","CPTuber.H",NA
"0.76","c1_12588","chr10","4673687","CPTuber.H","SSXT protein (N-terminal region)"
"0.76","c1_12584","chr10","4905279","CPTuber.H",NA
"0.76","c1_14053","chr10","6704508","CPTuber.H","HAD-like superfamily"
"0.76","c2_48926","chr10","45741352","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c1_16351","chr10","49613716","CPTuber.H","Phospholipid-translocating ATPase N-terminal"
"0.76","c1_12220","chr10","60327461","CPTuber.H","Transcription factor DP, C-terminal"
"0.76","c2_13431","chr11","1089362","CPTuber.H","Alternative oxidase"
"0.76","c2_47382","chr11","4914645","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_33917","chr11","11543548","CPTuber.H","Thioredoxin-like superfamily"
"0.76","c2_4979","chr11","25238486","CPTuber.H",NA
"0.76","c2_4989","chr11","25536868","CPTuber.H","DEAD/DEAH box helicase domain"
"0.76","c1_1784","chr11","25818112","CPTuber.H","Rieske iron-sulphur protein, C-terminal"
"0.76","c2_18245","chr11","29338885","CPTuber.H","Beta-glucosidase GBA2-type"
"0.76","c1_1470","chr11","33055852","CPTuber.H","Armadillo-type fold"
"0.76","c1_2350","chr12","4836261","CPTuber.H","Carbohydrate esterase, sialic acid-specific acetylesterase"
"0.76","c1_403","chr12","46493074","CPTuber.H","ABC transporter type 1, transmembrane domain"
"0.76","c2_51797","chr01","4623993","CPTuber.H","Pentatricopeptide repeat"
"0.76","c2_4864","chr01","83530639","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_13051","chr02","31352249","CPTuber.H","Phosphatidic acid phosphatase type 2/haloperoxidase"
"0.76","c1_12825","chr03","917416","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c1_6332","chr03","43532406","CPTuber.H","Glucose/ribitol dehydrogenase family signature"
"0.76","c1_4509","chr03","51149273","CPTuber.H","WTAP/Mum2p family"
"0.76","c2_38611","chr04","63909041","CPTuber.H","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"0.76","c1_15536","chr05","20316830","CPTuber.H","NAD(P)H-quinone oxidoreductase subunit L"
"0.76","c1_4454","chr05","44209121","CPTuber.H","EamA-like transporter family"
"0.76","c1_1093","chr05","54941092","CPTuber.H","Acetyl-CoA biotin carboxyl carrier protein signature"
"0.76","c1_11276","chr06","43606400","CPTuber.H","Thioredoxin-like superfamily"
"0.76","c2_37756","chr06","43683604","CPTuber.H","Chlorophyll A-B binding protein"
"0.76","c1_3118","chr06","57598571","CPTuber.H",NA
"0.76","c2_12696","chr07","54249027","CPTuber.H","Domain of unknown function (DUF1771)"
"0.76","c2_28508","chr08","13714264","CPTuber.H","F-box domain"
"0.76","c2_15818","chr08","47664014","CPTuber.H","Glycoside hydrolase family 17"
"0.76","c2_25549","chr10","49726537","CPTuber.H","Zinc finger, CW-type"
"0.76","c1_1331","chr11","41297656","CPTuber.H",NA
"0.76","c2_45743","chr12","44459687","CPTuber.H","ApaG domain"
"0.76","c2_39765","chr12","56631975","CPTuber.H","Rab-GTPase-TBC domain"
"0.76","c2_56594","chr01","5081475","CPTuber.H","AtC3H46-like,  RNA recognition motif"
"0.76","c2_43984","chr01","12747501","CPTuber.H","UAA transporter family"
"0.76","c1_16690","chr01","54048606","CPTuber.H","Glycoside hydrolase family 17"
"0.76","c2_48725","chr02","5523388","CPTuber.H","Pentatricopeptide repeat"
"0.76","c1_15873","chr02","9210824","CPTuber.H","NUCL, RNA recognition motif 1"
"0.76","c2_41124","chr02","17060932","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_17415","chr02","19609444","CPTuber.H","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"0.76","c2_37249","chr02","22852442","CPTuber.H","Multicopper oxidase, type 1"
"0.76","c2_13060","chr02","31246079","CPTuber.H","Fungal lipase-like domain"
"0.76","c2_25662","chr03","46776027","CPTuber.H","Cytochrome b5-like heme/steroid binding domain superfamily"
"0.76","c1_8203","chr03","54963270","CPTuber.H",NA
"0.76","c2_21867","chr04","6106199","CPTuber.H","Domain of unknown function (DUF3067)"
"0.76","c1_3319","chr04","45639551","CPTuber.H","HEAT repeat profile."
"0.76","c2_39343","chr04","61669302","CPTuber.H",NA
"0.76","c2_21590","chr04","62154909","CPTuber.H","14-3-3 protein"
"0.76","c2_3152","chr06","5022247","CPTuber.H","Expansin signature"
"0.76","c2_36590","chr06","32315839","CPTuber.H","Proton-dependent oligopeptide transporter family"
"0.76","c2_49885","chr06","44688191","CPTuber.H","Coiled-coil domain containing protein (DUF2052)"
"0.76","c2_6583","chr07","11404975","CPTuber.H","PHD - plant homeodomain finger protein"
"0.76","c1_8518","chr08","3100349","CPTuber.H","B3 DNA binding domain"
"0.76","c2_29319","chr09","61710083","CPTuber.H","NADH-quinone oxidoreductase cyanobacterial subunit N"
"0.76","c2_41381","chr10","46707143","CPTuber.H","Alpha/beta hydrolase fold-3"
"0.76","c2_27827","chr10","51637352","CPTuber.H","SnoaL-like domain"
"0.76","c2_33657","chr11","3025524","CPTuber.H",NA
"0.76","c2_29113","chr11","11881527","CPTuber.H","EF-hand domain pair"
"0.76","c2_52568","chr12","8999598","CPTuber.H","Glucose/ribitol dehydrogenase family signature"
"0.76","c2_54804","chr01","986977","CPTuber.H","EF-hand domain"
"0.76","c2_5039","chr01","81252891","CPTuber.H","Embryo-specific protein 3, (ATS3)"
"0.76","c2_4344","chr02","4902081","CPTuber.H","Isopropylmalate dehydrogenase-like domain"
"0.76","c2_11272","chr03","26380277","CPTuber.H","Glutamate synthase domain"
"0.76","c2_37411","chr03","28684138","CPTuber.H","Protein of unknown function (DUF620)"
"0.76","c1_3347","chr03","30678013","CPTuber.H","Uncharacterised protein family Ycf20"
"0.76","c2_37982","chr03","39493513","CPTuber.H",NA
"0.76","c2_20129","chr03","44040476","CPTuber.H","Protein kinase domain"
"0.76","c1_8069","chr03","47255386","CPTuber.H","TRAF-like"
"0.76","c1_5794","chr03","51934862","CPTuber.H","Nodulin-like"
"0.76","c2_55882","chr03","52051871","CPTuber.H","Proton-dependent oligopeptide transporter family"
"0.76","c2_39463","chr04","60986972","CPTuber.H","Nucleolar complex-associated protein 3"
"0.76","c2_43123","chr06","43263385","CPTuber.H","SANT/Myb domain"
"0.76","c2_24115","chr06","54550017","CPTuber.H","Phosphatase BSL, C-terminal metallophosphatase domain"
"0.76","c2_29204","chr06","55003191","CPTuber.H","Histidine phosphatase superfamily, clade-1"
"0.76","c2_26200","chr07","2778647","CPTuber.H","Endomembrane protein 70"
"0.76","c2_45799","chr07","7004081","CPTuber.H","Xyloglucan endotransglucosylase/hydrolase"
"0.76","c2_5901","chr07","28460279","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.76","c2_2856","chr07","31775765","CPTuber.H","Glucose/ribitol dehydrogenase family signature"
"0.76","c2_44120","chr07","46183760","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_29020","chr08","854089","CPTuber.H","Bile acid:sodium symporter/arsenical resistance protein  Acr3"
"0.76","c2_36731","chr08","53441630","CPTuber.H","Peptidase S8/S53 domain"
"0.76","c2_34590","chr08","55818907","CPTuber.H","ACT domain profile."
"0.76","c2_56168","chr09","50661686","CPTuber.H","BTB/POZ domain"
"0.76","c2_27635","chr09","52224407","CPTuber.H","DUF3741-associated sequence motif"
"0.76","c2_45570","chr09","55348039","CPTuber.H","NuoE domain"
"0.76","c2_32768","chr10","6245251","CPTuber.H","Methyltransferase type 11"
"0.76","c1_2139","chr11","3542860","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_5608","chr12","1194425","CPTuber.H","PPM-type phosphatase domain"
"0.76","c1_12702","chr12","10605509","CPTuber.H","Coatomer beta' subunit (COPB2)"
"0.76","c1_13066","chr12","18772637","CPTuber.H",NA
"0.76","c2_16920","chr12","30857459","CPTuber.H",NA
"0.76","c2_27918","chr01","7307156","CPTuber.H","Ergosterol biosynthesis ERG4/ERG24 family"
"0.76","c2_49867","chr01","30396380","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c1_683","chr01","77458925","CPTuber.H","Domain of unknown function (DUF1995)"
"0.76","c2_4354","chr02","5159440","CPTuber.H","Glycoside hydrolase, family 77"
"0.76","c2_785","chr02","10757750","CPTuber.H","Cucumisin-like catalytic domain"
"0.76","c2_46898","chr02","28682713","CPTuber.H","Bacterial/plant glycogen synthase"
"0.76","c1_5812","chr03","52256879","CPTuber.H","HEAT repeat profile."
"0.76","c2_18267","chr03","53804476","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_578","chr03","58195249","CPTuber.H",NA
"0.76","c1_8344","chr04","10587055","CPTuber.H","C2 domain signature"
"0.76","c2_44554","chr04","26872009","CPTuber.H",NA
"0.76","c1_12835","chr05","17820924","CPTuber.H","Vacuolar protein 14 C-terminal Fig4-binding domain"
"0.76","c2_17380","chr06","11576668","CPTuber.H","SIT4 phosphatase-associated protein family"
"0.76","c2_4590","chr06","27583737","CPTuber.H","Cyclophilin-type peptidyl-prolyl cis-trans isomerase"
"0.76","c2_57014","chr06","43192590","CPTuber.H","Chaperone J-domain superfamily"
"0.76","c2_38872","chr07","903127","CPTuber.H","Phospholipid/glycerol acyltransferase"
"0.76","c2_7712","chr07","35921131","CPTuber.H","Thioredoxin-like superfamily"
"0.76","c1_7404","chr07","44223773","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_25233","chr07","48740076","CPTuber.H","GLABROUS1 enhancer-binding protein family"
"0.76","c1_7739","chr08","4088786","CPTuber.H","Beta-amylase (glycosyl hydrolase family 14) signature"
"0.76","c2_12746","chr08","7923187","CPTuber.H","IQ motif, EF-hand binding site"
"0.76","c1_15689","chr08","34670817","CPTuber.H","Protein of unknown function (DUF4050)"
"0.76","c2_48441","chr08","53748807","CPTuber.H","PPPDE putative peptidase domain"
"0.76","c2_34604","chr08","55617447","CPTuber.H","GDP-mannose 4,6 dehydratase"
"0.76","c2_3969","chr09","4656353","CPTuber.H","Protein phosphatase 2A regulatory B subunit (B56 family)"
"0.76","c2_50247","chr09","7474491","CPTuber.H","Thioredoxin-like superfamily"
"0.76","c2_4205","chr09","37507537","CPTuber.H","Cytochrome b561 and DOMON domain-containing protein"
"0.76","c2_54932","chr10","45570831","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c1_7187","chr10","58241712","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c1_2009","chr12","378802","CPTuber.H","Protein kinase domain"
"0.76","c2_51049","chr12","36820981","CPTuber.H","Nucleosome assembly protein (NAP)"
"0.76","c2_43774","chr12","56337766","CPTuber.H","Glycosyl transferase, family 1"
"0.76","c1_8593","chr01","31651884","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_47313","chr01","69889979","CPTuber.H","Nucleotide-diphospho-sugar transferase"
"0.76","c1_3747","chr02","7037166","CPTuber.H","Cofactor assembly of complex C subunit B, CCB1"
"0.76","c2_4515","chr02","8202967","CPTuber.H","GLABROUS1 enhancer-binding protein family"
"0.76","c2_30164","chr02","18797580","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c1_16021","chr02","24692966","CPTuber.H","SANT/Myb domain"
"0.76","c1_13911","chr02","28554729","CPTuber.H","Protein of unknown function (DUF1084)"
"0.76","c1_12169","chr02","29939364","CPTuber.H","Preprotein translocase SecY subunit domain"
"0.76","c2_5256","chr03","6784839","CPTuber.H","Protein kinase domain"
"0.76","c1_9292","chr03","36285988","CPTuber.H","C2 domain"
"0.76","c2_17648","chr03","52095231","CPTuber.H","Glucose/ribitol dehydrogenase family signature"
"0.76","c2_26771","chr04","10547702","CPTuber.H","Protein kinase domain"
"0.76","c1_16643","chr04","12402263","CPTuber.H",NA
"0.76","c2_52455","chr05","6322806","CPTuber.H","DnaJ domain"
"0.76","c2_44385","chr05","48407422","CPTuber.H","Myc-type, basic helix-loop-helix (bHLH) domain"
"0.76","c2_8295","chr05","53135260","CPTuber.H","Anti-sense to fibroblast growth factor protein GFG signature"
"0.76","c2_33314","chr06","39255329","CPTuber.H","Cytochrome b5-like heme/steroid binding domain superfamily"
"0.76","c2_39626","chr06","44275185","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.76","c2_57989","chr06","45272686","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_5845","chr06","50898369","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c1_7005","chr06","53779614","CPTuber.H","Cop9 signalosome subunit 5 C-terminal domain"
"0.76","c1_11525","chr07","875443","CPTuber.H",NA
"0.76","c2_53536","chr07","5591474","CPTuber.H","ABC transporter-like"
"0.76","c1_8215","chr07","31733339","CPTuber.H","CbxX/CfqX superfamily signature"
"0.76","c1_3159","chr07","42858498","CPTuber.H","Dehydrogenase, E1 component"
"0.76","c1_11485","chr07","45879883","CPTuber.H","Protein of unknown function (DUF630)"
"0.76","c2_38764","chr07","49065413","CPTuber.H","Protein of unknown function (DUF1644)"
"0.76","c1_9901","chr07","52107364","CPTuber.H","Xyloglucan endotransglucosylase/hydrolase"
"0.76","c2_549","chr09","16260386","CPTuber.H","Plant phospholipid transfer protein signature"
"0.76","c1_6192","chr09","54403456","CPTuber.H","Ribosome recycling factor"
"0.76","c2_4127","chr09","58358608","CPTuber.H","P21-Rho-binding domain"
"0.76","c2_54124","chr10","3556394","CPTuber.H","Cellulase (glycosyl hydrolase family 5)"
"0.76","c2_44249","chr10","3591392","CPTuber.H",NA
"0.76","c1_16651","chr10","6728132","CPTuber.H",NA
"0.76","c2_17332","chr11","17567640","CPTuber.H",NA
"0.76","c2_46464","chr02","9656986","CPTuber.H","DNA/RNA polymerase superfamily"
"0.76","c2_816","chr02","12186137","CPTuber.H","AdoMet dependent proline di-methyltransferase"
"0.76","c2_32239","chr02","13555403","CPTuber.H","Zinc finger, LSD1-type"
"0.76","c2_17489","chr02","19955737","CPTuber.H","Bacterial transferase hexapeptide (six repeats)"
"0.76","c1_15175","chr02","31627312","CPTuber.H","Drought induced 19 protein type, zinc-binding domain"
"0.76","c1_12509","chr02","42691412","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.76","c2_57259","chr03","51994679","CPTuber.H","Pentatricopeptide repeat"
"0.76","c2_26417","chr03","55113772","CPTuber.H","Methyl-CpG binding domain"
"0.76","c2_31732","chr04","5031928","CPTuber.H","NAD dependent epimerase/dehydratase family"
"0.76","c2_23678","chr05","328154","CPTuber.H","Uncharacterized integral membrane protein (DUF2301)"
"0.76","c2_52084","chr05","1960650","CPTuber.H","Pepsin-like domain, plant"
"0.76","c2_11712","chr05","2208607","CPTuber.H","CND41-like"
"0.76","c2_37762","chr06","43726076","CPTuber.H","Triose-phosphate Transporter family"
"0.76","c2_54194","chr06","46924675","CPTuber.H","Alkaline and neutral invertase"
"0.76","c2_5868","chr06","50386090","CPTuber.H","WRKY DNA -binding domain"
"0.76","c1_2116","chr06","50402669","CPTuber.H","Magnesium transporter MRS2-like"
"0.76","c2_29261","chr07","23505529","CPTuber.H","Weak chloroplast movement under blue light"
"0.76","c1_16450","chr07","25252634","CPTuber.H","ATPase, V0 complex, subunit 116kDa, eukaryotic"
"0.76","c2_7728","chr07","36556309","CPTuber.H","Histone-binding protein RBBP4 or subunit C of CAF1 complex"
"0.76","c1_512","chr07","37517120","CPTuber.H","WD domain, G-beta repeat"
"0.76","c1_5126","chr07","44827508","CPTuber.H",NA
"0.76","c2_28195","chr07","52515619","CPTuber.H","Translation initiation factor aIF-2, bacterial-like"
"0.76","c1_1420","chr09","4062584","CPTuber.H","HECT domain"
"0.76","c2_39488","chr09","56640698","CPTuber.H","Protein of unknown function (DUF640)"
"0.76","c1_8549","chr09","67329593","CPTuber.H","snRNP35, RNA recognition motif"
