Prefix,Componentes_CHL,Traits,Models,Habilidad_Predictiva
CSBrote,H,CSBrote.H,BA,0.213
CSBrote,H,CSBrote.H,BA,0.184
CSBrote,H,CSBrote.H,BA,0.176
CSBrote,H,CSBrote.H,BA,0.292
CSBrote,H,CSBrote.H,BA,0.11
CSBrote,H,CSBrote.H,BA,0.186
CSBrote,H,CSBrote.H,BA,0.24
CSBrote,H,CSBrote.H,BA,0.097
CSBrote,H,CSBrote.H,BA,0.223
CSBrote,H,CSBrote.H,BA,0.043
CSBrote,H,CSBrote.H,BA,0.179
CSBrote,H,CSBrote.H,BA,0.313
CSBrote,H,CSBrote.H,BA,0.169
CSBrote,H,CSBrote.H,BA,0.224
CSBrote,H,CSBrote.H,BA,0.157
CSBrote,H,CSBrote.H,BA,-0.025
CSBrote,H,CSBrote.H,BA,0.311
CSBrote,H,CSBrote.H,BA,0.293
CSBrote,H,CSBrote.H,BA,0.103
CSBrote,H,CSBrote.H,BA,0.109
CSBrote,H,CSBrote.H,BA,0.382
CSBrote,H,CSBrote.H,BA,0.155
CSBrote,H,CSBrote.H,BB,0.106
CSBrote,H,CSBrote.H,BB,0.255
CSBrote,H,CSBrote.H,BB,-0.017
CSBrote,H,CSBrote.H,BB,0.213
CSBrote,H,CSBrote.H,BB,0.125
CSBrote,H,CSBrote.H,BB,0.192
CSBrote,H,CSBrote.H,BB,0.103
CSBrote,H,CSBrote.H,BB,0.112
CSBrote,H,CSBrote.H,BB,0.061
CSBrote,H,CSBrote.H,BB,0.288
CSBrote,H,CSBrote.H,BB,0.019
CSBrote,H,CSBrote.H,BB,0.085
CSBrote,H,CSBrote.H,BB,0.198
CSBrote,H,CSBrote.H,BB,0.23
CSBrote,H,CSBrote.H,BB,0.267
CSBrote,H,CSBrote.H,BB,0.143
CSBrote,H,CSBrote.H,BB,0.129
CSBrote,H,CSBrote.H,BB,0.13
CSBrote,H,CSBrote.H,BB,0.206
CSBrote,H,CSBrote.H,BB,0.144
CSBrote,H,CSBrote.H,BB,0.17
CSBrote,H,CSBrote.H,BB,0.132
CSBrote,H,CSBrote.H,BB,0.173
CSBrote,H,CSBrote.H,BB,0.075
CSBrote,H,CSBrote.H,BB,0.258
CSBrote,H,CSBrote.H,BC,0.214
CSBrote,H,CSBrote.H,BC,0.078
CSBrote,H,CSBrote.H,BC,0.285
CSBrote,H,CSBrote.H,BC,0.156
CSBrote,H,CSBrote.H,BC,0.149
CSBrote,H,CSBrote.H,BC,0.128
CSBrote,H,CSBrote.H,BC,0.283
CSBrote,H,CSBrote.H,BC,0.138
CSBrote,H,CSBrote.H,BC,0.204
CSBrote,H,CSBrote.H,BC,0.167
CSBrote,H,CSBrote.H,BC,0.204
CSBrote,H,CSBrote.H,BC,0.02
CSBrote,H,CSBrote.H,BC,0.264
CSBrote,H,CSBrote.H,BC,0.368
CSBrote,H,CSBrote.H,BC,0.267
CSBrote,H,CSBrote.H,BC,0.289
CSBrote,H,CSBrote.H,BC,0.226
CSBrote,H,CSBrote.H,BC,0.127
CSBrote,H,CSBrote.H,BC,0.032
CSBrote,H,CSBrote.H,BC,0.294
CSBrote,H,CSBrote.H,BC,0.169
CSBrote,H,CSBrote.H,BC,0.188
CSBrote,H,CSBrote.H,BC,0.228
CSBrote,H,CSBrote.H,BC,0.058
CSBrote,H,CSBrote.H,BC,0.146
CSBrote,H,CSBrote.H,BL,0.286
CSBrote,H,CSBrote.H,BL,0.207
CSBrote,H,CSBrote.H,BL,0.217
CSBrote,H,CSBrote.H,BL,0.123
CSBrote,H,CSBrote.H,BL,0.017
CSBrote,H,CSBrote.H,BL,0.16
CSBrote,H,CSBrote.H,BL,0.323
CSBrote,H,CSBrote.H,BL,0.118
CSBrote,H,CSBrote.H,BL,0.227
CSBrote,H,CSBrote.H,BL,0.146
CSBrote,H,CSBrote.H,BL,0.179
CSBrote,H,CSBrote.H,BL,0.226
CSBrote,H,CSBrote.H,BL,0.289
CSBrote,H,CSBrote.H,BL,0.088
CSBrote,H,CSBrote.H,BL,0.192
CSBrote,H,CSBrote.H,BL,0.22
CSBrote,H,CSBrote.H,BL,0.09
CSBrote,H,CSBrote.H,BL,0.253
CSBrote,H,CSBrote.H,BL,0.292
CSBrote,H,CSBrote.H,BL,0.133
CSBrote,H,CSBrote.H,BL,0.283
CSBrote,H,CSBrote.H,BL,0.097
CSBrote,H,CSBrote.H,BL,0.077
CSBrote,H,CSBrote.H,BL,0.05
CSBrote,H,CSBrote.H,BL,0.153
CSBrote,H,CSBrote.H,BRR,0.046
CSBrote,H,CSBrote.H,BRR,0.301
CSBrote,H,CSBrote.H,BRR,0.165
CSBrote,H,CSBrote.H,BRR,0.063
CSBrote,H,CSBrote.H,BRR,0.077
CSBrote,H,CSBrote.H,BRR,0.13
CSBrote,H,CSBrote.H,BRR,0.229
CSBrote,H,CSBrote.H,BRR,0.231
CSBrote,H,CSBrote.H,BRR,0.212
CSBrote,H,CSBrote.H,BRR,0.124
CSBrote,H,CSBrote.H,BRR,0.342
CSBrote,H,CSBrote.H,BRR,-0.057
CSBrote,H,CSBrote.H,BRR,0.267
CSBrote,H,CSBrote.H,BRR,0.252
CSBrote,H,CSBrote.H,BRR,0.132
CSBrote,H,CSBrote.H,BRR,0.206
CSBrote,H,CSBrote.H,BRR,0.27
CSBrote,H,CSBrote.H,BRR,0.068
CSBrote,H,CSBrote.H,BRR,0.056
CSBrote,H,CSBrote.H,BRR,0.342
CSBrote,H,CSBrote.H,BRR,0.28
CSBrote,H,CSBrote.H,BRR,-0.078
CSBrote,H,CSBrote.H,BRR,0.19
CSBrote,H,CSBrote.H,BRR,0.35
CSBrote,H,CSBrote.H,BRR,0.309
CSBrote,H,CSBrote.H,GBLUP,0.122
CSBrote,H,CSBrote.H,GBLUP,0.068
CSBrote,H,CSBrote.H,GBLUP,0.272
CSBrote,H,CSBrote.H,GBLUP,0.199
CSBrote,H,CSBrote.H,GBLUP,0.279
CSBrote,H,CSBrote.H,GBLUP,0.106
CSBrote,H,CSBrote.H,GBLUP,0.217
CSBrote,H,CSBrote.H,GBLUP,0.193
CSBrote,H,CSBrote.H,GBLUP,0.04
CSBrote,H,CSBrote.H,GBLUP,0.071
CSBrote,H,CSBrote.H,GBLUP,0.22
CSBrote,H,CSBrote.H,GBLUP,0.123
CSBrote,H,CSBrote.H,GBLUP,0.141
CSBrote,H,CSBrote.H,GBLUP,0.164
CSBrote,H,CSBrote.H,GBLUP,0.184
CSBrote,H,CSBrote.H,GBLUP,0.212
CSBrote,H,CSBrote.H,GBLUP,0.154
CSBrote,H,CSBrote.H,GBLUP,0.186
CSBrote,H,CSBrote.H,GBLUP,0.172
CSBrote,H,CSBrote.H,GBLUP,0.076
CSBrote,H,CSBrote.H,GBLUP,0.185
CSBrote,H,CSBrote.H,GBLUP,0.187
CSBrote,H,CSBrote.H,GBLUP,0.224
CSBrote,H,CSBrote.H,GBLUP,0.18
CSBrote,H,CSBrote.H,GBLUP,-0.013
CSBrote,H,CSBrote.H,RKHS,0.237
CSBrote,H,CSBrote.H,RKHS,0.195
CSBrote,H,CSBrote.H,RKHS,0.186
CSBrote,H,CSBrote.H,RKHS,0.301
CSBrote,H,CSBrote.H,RKHS,0.01
CSBrote,H,CSBrote.H,RKHS,0.145
CSBrote,H,CSBrote.H,RKHS,0.251
CSBrote,H,CSBrote.H,RKHS,0.238
CSBrote,H,CSBrote.H,RKHS,0.06
CSBrote,H,CSBrote.H,RKHS,0.125
CSBrote,H,CSBrote.H,RKHS,0.206
CSBrote,H,CSBrote.H,RKHS,0.147
CSBrote,H,CSBrote.H,RKHS,0.266
CSBrote,H,CSBrote.H,RKHS,0.147
CSBrote,H,CSBrote.H,RKHS,0.084
CSBrote,H,CSBrote.H,RKHS,0.145
CSBrote,H,CSBrote.H,RKHS,0.13
CSBrote,H,CSBrote.H,RKHS,0.218
CSBrote,H,CSBrote.H,RKHS,0.123
CSBrote,H,CSBrote.H,RKHS,0.161
CSBrote,H,CSBrote.H,RKHS,0.061
CSBrote,H,CSBrote.H,RKHS,0.043
CSBrote,H,CSBrote.H,RKHS,0.328
CSBrote,H,CSBrote.H,RKHS,0.186
CSBrote,H,CSBrote.H,RKHS,0.2
CSBrote,L,CSBrote.L,BA,0.383
CSBrote,L,CSBrote.L,BA,0.438
CSBrote,L,CSBrote.L,BA,0.463
CSBrote,L,CSBrote.L,BA,-0.057
CSBrote,L,CSBrote.L,BA,0.209
CSBrote,L,CSBrote.L,BA,0.412
CSBrote,L,CSBrote.L,BA,0.017
CSBrote,L,CSBrote.L,BA,0.399
CSBrote,L,CSBrote.L,BA,0.388
CSBrote,L,CSBrote.L,BA,0.109
CSBrote,L,CSBrote.L,BA,0.529
CSBrote,L,CSBrote.L,BA,0.311
CSBrote,L,CSBrote.L,BA,0.195
CSBrote,L,CSBrote.L,BA,0.332
CSBrote,L,CSBrote.L,BA,0.038
CSBrote,L,CSBrote.L,BA,0.215
CSBrote,L,CSBrote.L,BA,0.42
CSBrote,L,CSBrote.L,BA,0.497
CSBrote,L,CSBrote.L,BA,0.04
CSBrote,L,CSBrote.L,BA,0.245
CSBrote,L,CSBrote.L,BA,0.371
CSBrote,L,CSBrote.L,BA,0.404
CSBrote,L,CSBrote.L,BA,0.382
CSBrote,L,CSBrote.L,BA,0.298
CSBrote,L,CSBrote.L,BA,0.241
CSBrote,L,CSBrote.L,BB,-0.086
CSBrote,L,CSBrote.L,BB,0.172
CSBrote,L,CSBrote.L,BB,-0.093
CSBrote,L,CSBrote.L,BB,0.462
CSBrote,L,CSBrote.L,BB,0.468
CSBrote,L,CSBrote.L,BB,0.259
CSBrote,L,CSBrote.L,BB,0.381
CSBrote,L,CSBrote.L,BB,0.26
CSBrote,L,CSBrote.L,BB,0.337
CSBrote,L,CSBrote.L,BB,0.044
CSBrote,L,CSBrote.L,BB,-0.04
CSBrote,L,CSBrote.L,BB,0.191
CSBrote,L,CSBrote.L,BB,0.474
CSBrote,L,CSBrote.L,BB,0.297
CSBrote,L,CSBrote.L,BB,0.359
CSBrote,L,CSBrote.L,BB,0.472
CSBrote,L,CSBrote.L,BB,0.359
CSBrote,L,CSBrote.L,BB,-0.023
CSBrote,L,CSBrote.L,BB,0.273
CSBrote,L,CSBrote.L,BB,0.284
CSBrote,L,CSBrote.L,BB,0.421
CSBrote,L,CSBrote.L,BB,0.241
CSBrote,L,CSBrote.L,BB,0.392
CSBrote,L,CSBrote.L,BB,0.356
CSBrote,L,CSBrote.L,BB,0.178
CSBrote,L,CSBrote.L,BC,0.231
CSBrote,L,CSBrote.L,BC,0.349
CSBrote,L,CSBrote.L,BC,0.274
CSBrote,L,CSBrote.L,BC,0.536
CSBrote,L,CSBrote.L,BC,-0.011
CSBrote,L,CSBrote.L,BC,0.595
CSBrote,L,CSBrote.L,BC,0.317
CSBrote,L,CSBrote.L,BC,0.279
CSBrote,L,CSBrote.L,BC,0.178
CSBrote,L,CSBrote.L,BC,-0.113
CSBrote,L,CSBrote.L,BC,0.32
CSBrote,L,CSBrote.L,BC,0.194
CSBrote,L,CSBrote.L,BC,0.367
CSBrote,L,CSBrote.L,BC,0.424
CSBrote,L,CSBrote.L,BC,0.067
CSBrote,L,CSBrote.L,BC,0.426
CSBrote,L,CSBrote.L,BC,0.486
CSBrote,L,CSBrote.L,BC,-0.065
CSBrote,L,CSBrote.L,BC,0.027
CSBrote,L,CSBrote.L,BC,0.42
CSBrote,L,CSBrote.L,BC,0.248
CSBrote,L,CSBrote.L,BC,0.295
CSBrote,L,CSBrote.L,BC,-0.055
CSBrote,L,CSBrote.L,BC,0.354
CSBrote,L,CSBrote.L,BC,0.46
CSBrote,L,CSBrote.L,BL,0.056
CSBrote,L,CSBrote.L,BL,-0.192
CSBrote,L,CSBrote.L,BL,0.378
CSBrote,L,CSBrote.L,BL,0.531
CSBrote,L,CSBrote.L,BL,0.353
CSBrote,L,CSBrote.L,BL,0.373
CSBrote,L,CSBrote.L,BL,0.425
CSBrote,L,CSBrote.L,BL,0.06
CSBrote,L,CSBrote.L,BL,0.366
CSBrote,L,CSBrote.L,BL,0.267
CSBrote,L,CSBrote.L,BL,0.054
CSBrote,L,CSBrote.L,BL,0.198
CSBrote,L,CSBrote.L,BL,0.346
CSBrote,L,CSBrote.L,BL,0.524
CSBrote,L,CSBrote.L,BL,0.476
CSBrote,L,CSBrote.L,BL,0.38
CSBrote,L,CSBrote.L,BL,-0.014
CSBrote,L,CSBrote.L,BL,0.506
CSBrote,L,CSBrote.L,BL,0.097
CSBrote,L,CSBrote.L,BL,0.406
CSBrote,L,CSBrote.L,BL,0.035
CSBrote,L,CSBrote.L,BL,-0.025
CSBrote,L,CSBrote.L,BL,0.544
CSBrote,L,CSBrote.L,BL,0.498
CSBrote,L,CSBrote.L,BL,0.517
CSBrote,L,CSBrote.L,BRR,0.322
CSBrote,L,CSBrote.L,BRR,0.022
CSBrote,L,CSBrote.L,BRR,-0.003
CSBrote,L,CSBrote.L,BRR,0.406
CSBrote,L,CSBrote.L,BRR,0.449
CSBrote,L,CSBrote.L,BRR,0.03
CSBrote,L,CSBrote.L,BRR,0.443
CSBrote,L,CSBrote.L,BRR,0.192
CSBrote,L,CSBrote.L,BRR,0.443
CSBrote,L,CSBrote.L,BRR,0.38
CSBrote,L,CSBrote.L,BRR,0.374
CSBrote,L,CSBrote.L,BRR,0.407
CSBrote,L,CSBrote.L,BRR,0.264
CSBrote,L,CSBrote.L,BRR,0.296
CSBrote,L,CSBrote.L,BRR,0.068
CSBrote,L,CSBrote.L,BRR,0.321
CSBrote,L,CSBrote.L,BRR,0.345
CSBrote,L,CSBrote.L,BRR,0.446
CSBrote,L,CSBrote.L,BRR,0.332
CSBrote,L,CSBrote.L,BRR,-0.018
CSBrote,L,CSBrote.L,BRR,0.035
CSBrote,L,CSBrote.L,BRR,-0.009
CSBrote,L,CSBrote.L,BRR,0.529
CSBrote,L,CSBrote.L,BRR,0.325
CSBrote,L,CSBrote.L,BRR,0.326
CSBrote,L,CSBrote.L,GBLUP,0.405
CSBrote,L,CSBrote.L,GBLUP,0.4
CSBrote,L,CSBrote.L,GBLUP,0.235
CSBrote,L,CSBrote.L,GBLUP,0.343
CSBrote,L,CSBrote.L,GBLUP,0.18
CSBrote,L,CSBrote.L,GBLUP,0.292
CSBrote,L,CSBrote.L,GBLUP,0.417
CSBrote,L,CSBrote.L,GBLUP,0.044
CSBrote,L,CSBrote.L,GBLUP,0.356
CSBrote,L,CSBrote.L,GBLUP,0.409
CSBrote,L,CSBrote.L,GBLUP,0.442
CSBrote,L,CSBrote.L,GBLUP,0.393
CSBrote,L,CSBrote.L,GBLUP,0.263
CSBrote,L,CSBrote.L,GBLUP,0.137
CSBrote,L,CSBrote.L,GBLUP,-0.017
CSBrote,L,CSBrote.L,GBLUP,0.391
CSBrote,L,CSBrote.L,GBLUP,-0.042
CSBrote,L,CSBrote.L,GBLUP,-0.019
CSBrote,L,CSBrote.L,GBLUP,0.49
CSBrote,L,CSBrote.L,GBLUP,0.448
CSBrote,L,CSBrote.L,GBLUP,0.392
CSBrote,L,CSBrote.L,GBLUP,-0.065
CSBrote,L,CSBrote.L,GBLUP,0.349
CSBrote,L,CSBrote.L,GBLUP,0.473
CSBrote,L,CSBrote.L,GBLUP,0.16
CSBrote,L,CSBrote.L,RKHS,0.191
CSBrote,L,CSBrote.L,RKHS,0.647
CSBrote,L,CSBrote.L,RKHS,0.278
CSBrote,L,CSBrote.L,RKHS,0.372
CSBrote,L,CSBrote.L,RKHS,0.252
CSBrote,L,CSBrote.L,RKHS,0.412
CSBrote,L,CSBrote.L,RKHS,0.637
CSBrote,L,CSBrote.L,RKHS,0.205
CSBrote,L,CSBrote.L,RKHS,-0.014
CSBrote,L,CSBrote.L,RKHS,0.219
CSBrote,L,CSBrote.L,RKHS,0.001
CSBrote,L,CSBrote.L,RKHS,0.313
CSBrote,L,CSBrote.L,RKHS,0.367
CSBrote,L,CSBrote.L,RKHS,-0.041
CSBrote,L,CSBrote.L,RKHS,0.465
CSBrote,L,CSBrote.L,RKHS,0.361
CSBrote,L,CSBrote.L,RKHS,0.604
CSBrote,L,CSBrote.L,RKHS,0.219
CSBrote,L,CSBrote.L,RKHS,0.211
CSBrote,L,CSBrote.L,RKHS,-0.008
CSBrote,L,CSBrote.L,RKHS,0.276
CSBrote,L,CSBrote.L,RKHS,0.509
CSBrote,L,CSBrote.L,RKHS,0.425
CSBrote,L,CSBrote.L,RKHS,-0.021
CSBrote,L,CSBrote.L,RKHS,0.396
CSPulpa,C,CSPulpa.C,BA,0.182
CSPulpa,C,CSPulpa.C,BA,0.057
CSPulpa,C,CSPulpa.C,BA,0.258
CSPulpa,C,CSPulpa.C,BA,0.277
CSPulpa,C,CSPulpa.C,BA,0.271
CSPulpa,C,CSPulpa.C,BA,0.288
CSPulpa,C,CSPulpa.C,BA,0.219
CSPulpa,C,CSPulpa.C,BA,0.14
CSPulpa,C,CSPulpa.C,BA,0.299
CSPulpa,C,CSPulpa.C,BA,0.207
CSPulpa,C,CSPulpa.C,BA,0.245
CSPulpa,C,CSPulpa.C,BA,0.28
CSPulpa,C,CSPulpa.C,BA,0.244
CSPulpa,C,CSPulpa.C,BA,0.101
CSPulpa,C,CSPulpa.C,BA,0.251
CSPulpa,C,CSPulpa.C,BA,0.26
CSPulpa,C,CSPulpa.C,BA,0.262
CSPulpa,C,CSPulpa.C,BA,0.139
CSPulpa,C,CSPulpa.C,BA,0.226
CSPulpa,C,CSPulpa.C,BA,0.191
CSPulpa,C,CSPulpa.C,BA,0.401
CSPulpa,C,CSPulpa.C,BA,0.223
CSPulpa,C,CSPulpa.C,BA,0.321
CSPulpa,C,CSPulpa.C,BA,0.098
CSPulpa,C,CSPulpa.C,BA,0.27
CSPulpa,C,CSPulpa.C,BB,0.289
CSPulpa,C,CSPulpa.C,BB,0.311
CSPulpa,C,CSPulpa.C,BB,0.182
CSPulpa,C,CSPulpa.C,BB,0.003
CSPulpa,C,CSPulpa.C,BB,0.21
CSPulpa,C,CSPulpa.C,BB,0.218
CSPulpa,C,CSPulpa.C,BB,0.118
CSPulpa,C,CSPulpa.C,BB,0.104
CSPulpa,C,CSPulpa.C,BB,0.329
CSPulpa,C,CSPulpa.C,BB,0.164
CSPulpa,C,CSPulpa.C,BB,0.216
CSPulpa,C,CSPulpa.C,BB,0.026
CSPulpa,C,CSPulpa.C,BB,0.175
CSPulpa,C,CSPulpa.C,BB,0.084
CSPulpa,C,CSPulpa.C,BB,0.218
CSPulpa,C,CSPulpa.C,BB,0.266
CSPulpa,C,CSPulpa.C,BB,0.247
CSPulpa,C,CSPulpa.C,BB,0.156
CSPulpa,C,CSPulpa.C,BB,0.174
CSPulpa,C,CSPulpa.C,BB,0.218
CSPulpa,C,CSPulpa.C,BB,0.179
CSPulpa,C,CSPulpa.C,BB,0.356
CSPulpa,C,CSPulpa.C,BB,0.275
CSPulpa,C,CSPulpa.C,BB,-0.036
CSPulpa,C,CSPulpa.C,BB,0.148
CSPulpa,C,CSPulpa.C,BC,0.202
CSPulpa,C,CSPulpa.C,BC,0.144
CSPulpa,C,CSPulpa.C,BC,0.467
CSPulpa,C,CSPulpa.C,BC,0.177
CSPulpa,C,CSPulpa.C,BC,0.082
CSPulpa,C,CSPulpa.C,BC,0.287
CSPulpa,C,CSPulpa.C,BC,0.201
CSPulpa,C,CSPulpa.C,BC,0.094
CSPulpa,C,CSPulpa.C,BC,0.162
CSPulpa,C,CSPulpa.C,BC,0.143
CSPulpa,C,CSPulpa.C,BC,0.259
CSPulpa,C,CSPulpa.C,BC,0.247
CSPulpa,C,CSPulpa.C,BC,0.261
CSPulpa,C,CSPulpa.C,BC,0.094
CSPulpa,C,CSPulpa.C,BC,0.165
CSPulpa,C,CSPulpa.C,BC,0.369
CSPulpa,C,CSPulpa.C,BC,0.129
CSPulpa,C,CSPulpa.C,BC,0.094
CSPulpa,C,CSPulpa.C,BC,0.221
CSPulpa,C,CSPulpa.C,BC,0.259
CSPulpa,C,CSPulpa.C,BC,0.218
CSPulpa,C,CSPulpa.C,BC,0.176
CSPulpa,C,CSPulpa.C,BC,0.135
CSPulpa,C,CSPulpa.C,BC,0.133
CSPulpa,C,CSPulpa.C,BC,0.278
CSPulpa,C,CSPulpa.C,BL,0.177
CSPulpa,C,CSPulpa.C,BL,0.161
CSPulpa,C,CSPulpa.C,BL,0.308
CSPulpa,C,CSPulpa.C,BL,0.197
CSPulpa,C,CSPulpa.C,BL,0.252
CSPulpa,C,CSPulpa.C,BL,0.207
CSPulpa,C,CSPulpa.C,BL,0.321
CSPulpa,C,CSPulpa.C,BL,0.324
CSPulpa,C,CSPulpa.C,BL,0.16
CSPulpa,C,CSPulpa.C,BL,0.13
CSPulpa,C,CSPulpa.C,BL,0.186
CSPulpa,C,CSPulpa.C,BL,0.244
CSPulpa,C,CSPulpa.C,BL,0.266
CSPulpa,C,CSPulpa.C,BL,0.079
CSPulpa,C,CSPulpa.C,BL,0.32
CSPulpa,C,CSPulpa.C,BL,0.215
CSPulpa,C,CSPulpa.C,BL,0.183
CSPulpa,C,CSPulpa.C,BL,0.22
CSPulpa,C,CSPulpa.C,BL,0.32
CSPulpa,C,CSPulpa.C,BL,0.113
CSPulpa,C,CSPulpa.C,BL,0.181
CSPulpa,C,CSPulpa.C,BL,0.226
CSPulpa,C,CSPulpa.C,BL,0.163
CSPulpa,C,CSPulpa.C,BL,0.135
CSPulpa,C,CSPulpa.C,BL,0.035
CSPulpa,C,CSPulpa.C,BRR,0.278
CSPulpa,C,CSPulpa.C,BRR,0.29
CSPulpa,C,CSPulpa.C,BRR,0.194
CSPulpa,C,CSPulpa.C,BRR,0.183
CSPulpa,C,CSPulpa.C,BRR,0.011
CSPulpa,C,CSPulpa.C,BRR,0.181
CSPulpa,C,CSPulpa.C,BRR,0.297
CSPulpa,C,CSPulpa.C,BRR,0.227
CSPulpa,C,CSPulpa.C,BRR,0.183
CSPulpa,C,CSPulpa.C,BRR,0.103
CSPulpa,C,CSPulpa.C,BRR,0.016
CSPulpa,C,CSPulpa.C,BRR,0.28
CSPulpa,C,CSPulpa.C,BRR,0.211
CSPulpa,C,CSPulpa.C,BRR,0.193
CSPulpa,C,CSPulpa.C,BRR,0.279
CSPulpa,C,CSPulpa.C,BRR,0.073
CSPulpa,C,CSPulpa.C,BRR,0.091
CSPulpa,C,CSPulpa.C,BRR,0.319
CSPulpa,C,CSPulpa.C,BRR,-0.04
CSPulpa,C,CSPulpa.C,BRR,0.24
CSPulpa,C,CSPulpa.C,BRR,0.292
CSPulpa,C,CSPulpa.C,BRR,0.247
CSPulpa,C,CSPulpa.C,BRR,0.186
CSPulpa,C,CSPulpa.C,BRR,0.221
CSPulpa,C,CSPulpa.C,BRR,0.227
CSPulpa,C,CSPulpa.C,GBLUP,0.197
CSPulpa,C,CSPulpa.C,GBLUP,0.233
CSPulpa,C,CSPulpa.C,GBLUP,0.318
CSPulpa,C,CSPulpa.C,GBLUP,0.107
CSPulpa,C,CSPulpa.C,GBLUP,0.178
CSPulpa,C,CSPulpa.C,GBLUP,0.242
CSPulpa,C,CSPulpa.C,GBLUP,0.177
CSPulpa,C,CSPulpa.C,GBLUP,0.201
CSPulpa,C,CSPulpa.C,GBLUP,0.2
CSPulpa,C,CSPulpa.C,GBLUP,0.286
CSPulpa,C,CSPulpa.C,GBLUP,0.01
CSPulpa,C,CSPulpa.C,GBLUP,0.228
CSPulpa,C,CSPulpa.C,GBLUP,0.164
CSPulpa,C,CSPulpa.C,GBLUP,0.223
CSPulpa,C,CSPulpa.C,GBLUP,0.282
CSPulpa,C,CSPulpa.C,GBLUP,0.143
CSPulpa,C,CSPulpa.C,GBLUP,0.411
CSPulpa,C,CSPulpa.C,GBLUP,0.16
CSPulpa,C,CSPulpa.C,GBLUP,0.223
CSPulpa,C,CSPulpa.C,GBLUP,0.253
CSPulpa,C,CSPulpa.C,GBLUP,0.244
CSPulpa,C,CSPulpa.C,GBLUP,0.318
CSPulpa,C,CSPulpa.C,GBLUP,0.266
CSPulpa,C,CSPulpa.C,GBLUP,0.166
CSPulpa,C,CSPulpa.C,GBLUP,0.188
CSPulpa,C,CSPulpa.C,RKHS,0.307
CSPulpa,C,CSPulpa.C,RKHS,0.246
CSPulpa,C,CSPulpa.C,RKHS,0.099
CSPulpa,C,CSPulpa.C,RKHS,0.298
CSPulpa,C,CSPulpa.C,RKHS,0.12
CSPulpa,C,CSPulpa.C,RKHS,0.226
CSPulpa,C,CSPulpa.C,RKHS,0.118
CSPulpa,C,CSPulpa.C,RKHS,0.111
CSPulpa,C,CSPulpa.C,RKHS,0.303
CSPulpa,C,CSPulpa.C,RKHS,0.15
CSPulpa,C,CSPulpa.C,RKHS,0.168
CSPulpa,C,CSPulpa.C,RKHS,0.183
CSPulpa,C,CSPulpa.C,RKHS,0.186
CSPulpa,C,CSPulpa.C,RKHS,0.181
CSPulpa,C,CSPulpa.C,RKHS,0.315
CSPulpa,C,CSPulpa.C,RKHS,0.222
CSPulpa,C,CSPulpa.C,RKHS,0.266
CSPulpa,C,CSPulpa.C,RKHS,0.205
CSPulpa,C,CSPulpa.C,RKHS,0.075
CSPulpa,C,CSPulpa.C,RKHS,0.284
CSPulpa,C,CSPulpa.C,RKHS,0.086
CSPulpa,C,CSPulpa.C,RKHS,0.166
CSPulpa,C,CSPulpa.C,RKHS,0.249
CSPulpa,C,CSPulpa.C,RKHS,0.278
CSPulpa,C,CSPulpa.C,RKHS,0.228
CSPulpa,H,CSPulpa.H,BA,-0.078
CSPulpa,H,CSPulpa.H,BA,0.159
CSPulpa,H,CSPulpa.H,BA,-0.05
CSPulpa,H,CSPulpa.H,BA,0.172
CSPulpa,H,CSPulpa.H,BA,0.181
CSPulpa,H,CSPulpa.H,BA,0.083
CSPulpa,H,CSPulpa.H,BA,-0.113
CSPulpa,H,CSPulpa.H,BA,0.148
CSPulpa,H,CSPulpa.H,BA,0.032
CSPulpa,H,CSPulpa.H,BA,0.238
CSPulpa,H,CSPulpa.H,BA,-0.104
CSPulpa,H,CSPulpa.H,BA,0.09
CSPulpa,H,CSPulpa.H,BA,-0.038
CSPulpa,H,CSPulpa.H,BA,0.169
CSPulpa,H,CSPulpa.H,BA,0.123
CSPulpa,H,CSPulpa.H,BA,0.026
CSPulpa,H,CSPulpa.H,BA,0.032
CSPulpa,H,CSPulpa.H,BA,0.02
CSPulpa,H,CSPulpa.H,BA,0.035
CSPulpa,H,CSPulpa.H,BA,0.213
CSPulpa,H,CSPulpa.H,BA,0.113
CSPulpa,H,CSPulpa.H,BA,0.055
CSPulpa,H,CSPulpa.H,BA,0.195
CSPulpa,H,CSPulpa.H,BA,-0.007
CSPulpa,H,CSPulpa.H,BA,0.055
CSPulpa,H,CSPulpa.H,BB,0.004
CSPulpa,H,CSPulpa.H,BB,-0.021
CSPulpa,H,CSPulpa.H,BB,0.265
CSPulpa,H,CSPulpa.H,BB,0.046
CSPulpa,H,CSPulpa.H,BB,0.298
CSPulpa,H,CSPulpa.H,BB,-0.047
CSPulpa,H,CSPulpa.H,BB,0.008
CSPulpa,H,CSPulpa.H,BB,0.109
CSPulpa,H,CSPulpa.H,BB,0.013
CSPulpa,H,CSPulpa.H,BB,0.231
CSPulpa,H,CSPulpa.H,BB,-0.099
CSPulpa,H,CSPulpa.H,BB,0.25
CSPulpa,H,CSPulpa.H,BB,0.038
CSPulpa,H,CSPulpa.H,BB,-0.025
CSPulpa,H,CSPulpa.H,BB,0.074
CSPulpa,H,CSPulpa.H,BB,-0.09
CSPulpa,H,CSPulpa.H,BB,0.12
CSPulpa,H,CSPulpa.H,BB,-0.023
CSPulpa,H,CSPulpa.H,BB,0.04
