"TRAIT","HCL","HCLTrait","Value"
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",26
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",33
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",30
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",26
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",33
"CSPulpa","C","CSPulpa.C",33
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",23
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",33
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",34
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",55
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",23
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",43
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",36
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",37
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",28
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",22
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","C","CSPulpa.C",NA
"CSPulpa","H","CSPulpa.H",328
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",333
"CSPulpa","H","CSPulpa.H",344
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",324
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",344
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",345
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",331
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",345
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",324
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",333
"CSPulpa","H","CSPulpa.H",324
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",322
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",316
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",346
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",324
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",318
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",316
"CSPulpa","H","CSPulpa.H",346
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",321
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",316
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",333
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",334
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",334
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",324
"CSPulpa","H","CSPulpa.H",333
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",344
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",328
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",345
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",346
"CSPulpa","H","CSPulpa.H",328
"CSPulpa","H","CSPulpa.H",344
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",345
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",342
"CSPulpa","H","CSPulpa.H",346
"CSPulpa","H","CSPulpa.H",324
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",345
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",328
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",344
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",342
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",NA
"CSPulpa","H","CSPulpa.H",344
