"GSCORE","TRAIT","LGSCORE","TOOL","MODEL","GC","SNP","CHR","POS","P","SCORE","THRESHOLD","SIGNIFICANCE","ScoresRepl","ScoresSign","ScoreGC"
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_40831","10",46445283,0.389045144994281,0.41,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_16406","11",39387477,0.389045144994281,0.41,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_14848","1",87310101,0.398107170553497,0.4,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7381","7",44327865,0.398107170553497,0.4,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_54589","13",39879940,0.398107170553497,0.4,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_3962","9",4652421,0.407380277804113,0.39,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_34866","4",65070135,0.416869383470335,0.38,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_22301","6",53614740,0.416869383470335,0.38,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_2319","9",34137871,0.426579518801593,0.37,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_52704","1",9095607,0.436515832240166,0.36,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_16172","2",35468438,0.436515832240166,0.36,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_10855","7",9419615,0.436515832240166,0.36,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_14636","9",56854426,0.436515832240166,0.36,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_8037","12",3604993,0.446683592150963,0.35,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_15579","1",71530931,0.467735141287198,0.33,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_19584","4",64858220,0.467735141287198,0.33,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_10179","4",67145141,0.467735141287198,0.33,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_56794","6",21503828,0.467735141287198,0.33,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_45071","1",6103001,0.478630092322638,0.32,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_3868","1",72337941,0.478630092322638,0.32,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_13349","4",67527515,0.478630092322638,0.32,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_23846","5",814688,0.478630092322638,0.32,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_8253","5",53083990,0.478630092322638,0.32,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_17899","2",34459132,0.489778819368446,0.31,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_17896","2",34459585,0.489778819368446,0.31,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_12377","2",35334126,0.489778819368446,0.31,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_6869","3",41009095,0.489778819368446,0.31,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_16414","9",58590119,0.489778819368446,0.31,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_12179","9",60328637,0.489778819368446,0.31,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_40699","12",53644230,0.489778819368446,0.31,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_15580","1",71530961,0.501187233627272,0.3,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_42475","5",52353892,0.501187233627272,0.3,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_52700","8",52035522,0.501187233627272,0.3,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_39035","9",1064131,0.501187233627272,0.3,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_1514","9",29700506,0.501187233627272,0.3,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_44634","11",21124779,0.501187233627272,0.3,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_38552","2",45126722,0.512861383991365,0.29,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_12955","4",66207542,0.512861383991365,0.29,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_26296","7",2496733,0.512861383991365,0.29,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_46708","7",4607422,0.512861383991365,0.29,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_57678","0",50463795,0.524807460249773,0.28,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_58","3",56927544,0.524807460249773,0.28,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_30297","11",44107450,0.524807460249773,0.28,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_15047","2",43187165,0.537031796370253,0.27,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_11458","2",45124973,0.537031796370253,0.27,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_2405","7",10251717,0.537031796370253,0.27,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_958","9",40062774,0.537031796370253,0.27,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_13766","1",69151882,0.549540873857625,0.26,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_5295","1",75994884,0.549540873857625,0.26,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_3484","4",68859403,0.562341325190349,0.25,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_34557","7",21039147,0.562341325190349,0.25,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_29282","8",21522650,0.562341325190349,0.25,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_1493","9",31891968,0.562341325190349,0.25,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_14639","9",56854898,0.562341325190349,0.25,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_21682","2",24387770,0.575439937337157,0.24,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_12957","4",66207413,0.575439937337157,0.24,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_12953","4",66208806,0.588843655355589,0.23,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_32790","10",5988843,0.588843655355589,0.23,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_3497","4",68769666,0.602559586074358,0.22,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_40858","9",58867551,0.602559586074358,0.22,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_10369","1",44964138,0.616595001861482,0.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_25560","3",46842107,0.616595001861482,0.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7132","3",52915590,0.616595001861482,0.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_39450","4",61191297,0.616595001861482,0.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_35590","6",29872194,0.616595001861482,0.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_36882","7",3150451,0.616595001861482,0.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_12802","9",54297084,0.616595001861482,0.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_29767","10",57277910,0.616595001861482,0.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_4319","11",1240937,0.616595001861482,0.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_48687","12",11869192,0.616595001861482,0.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_49042","1",10922797,0.630957344480193,0.2,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_4415","1",66521392,0.630957344480193,0.2,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_4604","1",75196506,0.630957344480193,0.2,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_167","3",23274682,0.630957344480193,0.2,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_35970","4",67668177,0.630957344480193,0.2,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_14839","5",5638954,0.645654229034656,0.19,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_17060","8",57530334,0.645654229034656,0.19,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_1486","9",30657636,0.645654229034656,0.19,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_41396","10",46825111,0.645654229034656,0.19,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7192","10",58252277,0.645654229034656,0.19,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_14947","11",39858442,0.645654229034656,0.19,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_16258","4",11641080,0.660693448007596,0.18,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_39848","4",49170296,0.660693448007596,0.18,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_48184","8",44057388,0.660693448007596,0.18,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_18945","8",45930362,0.660693448007596,0.18,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_53521","1",12643802,0.676082975391982,0.17,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_48808","4",53349146,0.676082975391982,0.17,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_34958","4",56187339,0.676082975391982,0.17,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_52057","5",20205444,0.676082975391982,0.17,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_16777","6",48044220,0.676082975391982,0.17,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_44304","8",42730417,0.676082975391982,0.17,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_19556","9",54713760,0.676082975391982,0.17,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_4847","2",43151687,0.691830970918937,0.16,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_6749","4",62367580,0.691830970918937,0.16,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_23739","5",487268,0.691830970918937,0.16,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_42451","5",52290923,0.691830970918937,0.16,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_35592","6",30107444,0.691830970918937,0.16,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_12789","9",52720097,0.691830970918937,0.16,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_1092","10",2229320,0.691830970918937,0.16,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_23740","5",487360,0.707945784384138,0.15,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_34777","12",51975839,0.707945784384138,0.15,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_20514","1",68614630,0.72443596007499,0.14,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_38551","2",45126593,0.72443596007499,0.14,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_15684","5",1135681,0.72443596007499,0.14,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_15388","11",42785949,0.72443596007499,0.14,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_14442","4",48648958,0.741310241300917,0.13,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_3476","4",68871390,0.741310241300917,0.13,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_13482","7",46355721,0.741310241300917,0.13,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_37406","9",41902886,0.741310241300917,0.13,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_14640","9",56854945,0.741310241300917,0.13,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_45603","10",48971709,0.741310241300917,0.13,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_53708","1",54264723,0.758577575029184,0.12,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_39342","4",61680075,0.758577575029184,0.12,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_10617","4",68743219,0.758577575029184,0.12,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7622","5",489125,0.758577575029184,0.12,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_27563","6",3628154,0.758577575029184,0.12,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_3074","6",57334590,0.758577575029184,0.12,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_12797","9",54103901,0.758577575029184,0.12,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_1923","12",1556494,0.758577575029184,0.12,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_23713","0",389554,0.776247116628692,0.11,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_16718","4",47529897,0.776247116628692,0.11,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_12958","4",66207275,0.776247116628692,0.11,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_30361","11",35109336,0.776247116628692,0.11,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_24536","12",59370389,0.776247116628692,0.11,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_48155","1",7834894,0.794328234724281,0.1,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_3867","1",72337680,0.794328234724281,0.1,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_12305","2",26209472,0.794328234724281,0.1,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_27268","2",42001161,0.794328234724281,0.1,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_38556","4",63682892,0.794328234724281,0.1,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_3793","5",3721408,0.794328234724281,0.1,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_25216","7",48573383,0.794328234724281,0.1,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_33422","8",43959543,0.794328234724281,0.1,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_54797","1",992483,0.812830516164099,0.09,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_13671","1",66548104,0.812830516164099,0.09,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_19692","2",27349009,0.812830516164099,0.09,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_52887","4",55044845,0.812830516164099,0.09,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_56059","6",38800602,0.812830516164099,0.09,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_216","9",36014044,0.812830516164099,0.09,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_40879","9",58749360,0.812830516164099,0.09,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_44305","8",42730406,0.831763771102671,0.08,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_44335","8",42832139,0.831763771102671,0.08,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_28665","10",60022055,0.831763771102671,0.08,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_5656","1",71751985,0.851138038202376,0.07,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_9413","1",88228894,0.851138038202376,0.07,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_33892","6",49952539,0.851138038202376,0.07,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_31443","11",36343786,0.851138038202376,0.07,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_27903","1",7192782,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_11290","1",87792873,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_164","3",58031464,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_11363","4",58734459,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_11211","4",59858990,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_34017","4",67147687,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_10568","4",68868824,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_55837","7",3695590,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_27650","9",51854006,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_13006","10",3721305,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_24535","12",59370296,0.870963589956081,0.06,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_8619","1",7252495,0.891250938133746,0.05,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_686","1",14805485,0.891250938133746,0.05,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_20333","3",47886232,0.891250938133746,0.05,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_8763","8",59114829,0.891250938133746,0.05,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_55124","9",29618178,0.891250938133746,0.05,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_45886","9",53718180,0.891250938133746,0.05,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_17539","1",71416070,0.91201083935591,0.04,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_323","3",56043711,0.91201083935591,0.04,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_28641","8",50613642,0.91201083935591,0.04,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_26509","9",46988850,0.91201083935591,0.04,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_16413","9",58589829,0.91201083935591,0.04,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_54204","8",3526746,0.933254300796991,0.03,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_19135","8",54844010,0.933254300796991,0.03,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_681","9",36710524,0.933254300796991,0.03,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_48810","4",53315344,0.954992586021436,0.02,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_11391","4",58844620,0.954992586021436,0.02,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_680","9",36710610,0.954992586021436,0.02,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_56627","11",11020656,0.954992586021436,0.02,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_13751","1",66106436,0.977237220955811,0.01,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_27271","2",42001715,0.977237220955811,0.01,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_12959","4",66197658,0.977237220955811,0.01,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_10563","4",68870646,0.977237220955811,0.01,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_27863","6",35664111,0.977237220955811,0.01,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_5560","8",57530640,0.977237220955811,0.01,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7658","11",7019700,0.977237220955811,0.01,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_39847","4",49170272,1,0,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_11356","4",58789793,1,0,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7621","5",489095,1,0,4.9,FALSE,108,0,0.994
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_30297","11",44107450,0.00173780082874938,2.76,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_15388","11",42785949,0.00851138038202377,2.07,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_29282","8",21522650,0.010471285480509,1.98,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_19081","8",54991187,0.0134896288259165,1.87,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_3747","11",41925342,0.0177827941003892,1.75,4.86,FALSE,108,0,0.993
