Registro,CT,CTallo,CPF,CPFlor,CB,CBaya,CPT,CPTuber,CST,CSTuber,CPC,CPulpa,CPB,CPBrote,CSB,CSBrote
15061763,5 Pigmentado con poco verde,N77A,7 Morado,N87C,4 Verde con abundantes puntos blancos,143A,6 Rojo,N79A,8 Morado,186A,3 Amarillo claro,160C,4 Morado,N92C,1 Blanco,NN155D
15061764,3 Verde con muchas manchas,144A,8 Violeta,83A,5 Verde con áreas pigmentadas,144B,1 Blanco-crema,161A,8 Morado,N186C,3 Amarillo claro,160C,4 Morado,N92C,1 Blanco,NN155D
15061765,3 Verde con muchas manchas,144A,1 Blanco,155A,5 Verde con áreas pigmentadas,144B,8 Morado,N186B,0 Ausente,,2 Crema,160D,4 Morado,N92C,1 Blanco,NN155A
15061766,2 Verde con pocas manchas,144A,7 Morado,N88A,2 Verde con pocos puntos blancos,144B,2 Amarillo,162A,6 Rojo,184A,3 Amarillo claro,160D,4 Morado,N92C,0 Ausente,
15061767,2 Verde con pocas manchas,144A,7 Morado,92B,1 Verde,N144A,8 Morado,N187A,3 Anaranjado,176B,2 Crema,160C,4 Morado,N92C,1 Blanco,NN155A
15061768,3 Verde con muchas manchas,144A,7 Morado,N82A,2 Verde con pocos puntos blancos,144B,7 Rojo-morado,183D,1 Blanco-crema,161B,2 Crema,155A,4 Morado,94A,1 Blanco,NN155D
15061769,3 Verde con muchas manchas,144A,7 Morado,N80C,1 Verde,144A,6 Rojo,187C,0 Ausente,,2 Crema,155A,3 Rojo,N78A,1 Blanco,NN155D
15061771,5 Pigmentado con poco verde,N77A,7 Morado,N82A,5 Verde con áreas pigmentadas,N144A,9 Negruzco,N186B,1 Blanco-crema,161B,2 Crema,160D,4 Morado,90A,1 Blanco,NN155A
15061772,2 Verde con pocas manchas,144A,7 Morado,91A,.,.,9 Negruzco,N186A,1 Blanco-crema,161A,3 Amarillo claro,160D,4 Morado,N92C,1 Blanco,NN155D
15061773,5 Pigmentado con poco verde,N77A,7 Morado,N87D,4 Verde con abundantes puntos blancos,144A,6 Rojo,187B,0 Ausente,,3 Amarillo claro,160D,4 Morado,N92C,1 Blanco,NN155D
15061966,5 Pigmentado con poco verde,N77A,7 Morado,N88B,4 Verde con abundantes puntos blancos,144A,9 Negruzco,N186A,2 Amarillo,162B,1 Blanco,160D,4 Morado,N92C,1 Blanco,NN155D
15061776,1 Verde,144A,6 Lila,92A,2 Verde con pocos puntos blancos,144A,2 Amarillo,162A,5 Rosado,182B,1 Blanco,155A,4 Morado,N92D,1 Blanco,NN155D
15061777,5 Pigmentado con poco verde,N77A,7 Morado,N82A,2 Verde con pocos puntos blancos,N144A,6 Rojo,187A,2 Amarillo,161B,3 Amarillo claro,160C,4 Morado,N92C,1 Blanco,NN155D
15061778,7 Morado,200A,7 Morado,N82A,5 Verde con áreas pigmentadas,144A,9 Negruzco,N186B,1 Blanco-crema,162B,2 Crema,160A,4 Morado,N82A,1 Blanco,NN155D
15061784,5 Pigmentado con poco verde,N77A,7 Morado,N81A,1 Verde,144A,9 Negruzco,N186A,2 Amarillo,161B,2 Crema,160D,4 Morado,N92C,1 Blanco,NN155D
15061785,2 Verde con pocas manchas,144A,7 Morado,N88D,4 Verde con abundantes puntos blancos,143A,2 Amarillo,161A,5 Rosado,182B,2 Crema,155A,4 Morado,N82A,1 Blanco,NN155D
15062359,2 Verde con pocas manchas,144A,7 Morado,N88D,4 Verde con abundantes puntos blancos,144A,2 Amarillo,162A,6 Rojo,173A,2 Crema,160D,4 Morado,N92D,1 Blanco,NN155A
15062370,3 Verde con muchas manchas,144A,7 Morado,N88B,1 Verde,144A,8 Morado,N186A,1 Blanco-crema,161A,3 Amarillo claro,160C,4 Morado,N92C,1 Blanco,NN155A
15061788,3 Verde con muchas manchas,144A,7 Morado,90B,6 Verde con bandas pigmentadas,144A,8 Morado,N77A,6 Rojo,N79B,2 Crema,155A,4 Morado,N92C,0 Ausente,
15061967,4 Pigmentado con abundante verde,N77A,7 Morado,84A,2 Verde con pocos puntos blancos,144A,8 Morado,187A,1 Blanco-crema,162B,1 Blanco,155A,4 Morado,N92C,1 Blanco,NN155D
15061789,2 Verde con pocas manchas,144A,7 Morado,N80C,.,.,2 Amarillo,162B,5 Rosado,174B,2 Crema,155A,4 Morado,N80B,1 Blanco,NN155A
15061790,2 Verde con pocas manchas,144A,7 Morado,N81C,2 Verde con pocos puntos blancos,144B,1 Blanco-crema,161A,5 Rosado,183B,2 Crema,155A,4 Morado,N81A,1 Blanco,NN155A
15061968,1 Verde,144A,7 Morado,86C,2 Verde con pocos puntos blancos,146A,7 Rojo-morado,187A,2 Amarillo,162B,2 Crema,160D,4 Morado,N92B,1 Blanco,NN155D
15061795,4 Pigmentado con abundante verde,N77A,7 Morado,N82A,4 Verde con abundantes puntos blancos,146B,9 Negruzco,N187A,0 Ausente,,4 Amarillo,160B,4 Morado,N92D,1 Blanco,NN155D
15061797,4 Pigmentado con abundante verde,N77A,6 Lila,N82B,5 Verde con áreas pigmentadas,144A,2 Amarillo,161A,8 Morado,N186C,3 Amarillo claro,160D,1 Blanco,NN155A,4 Morado,N82A
15061798,2 Verde con pocas manchas,144A,7 Morado,92A,2 Verde con pocos puntos blancos,143A,8 Morado,183A,1 Blanco-crema,160N,2 Crema,155A,4 Morado,92B,1 Blanco,NN155D
15061799,5 Pigmentado con poco verde,N77A,7 Morado,N81B,4 Verde con abundantes puntos blancos,146B,6 Rojo,187C,8 Morado,N186A,2 Crema,160D,4 Morado,N92C,0 Ausente,
15061800,1 Verde,144A,7 Morado,90C,1 Verde,144A,2 Amarillo,160A,8 Morado,N79A,2 Crema,155A,4 Morado,N92D,1 Blanco,NN155A
15062360,2 Verde con pocas manchas,144A,7 Morado,92B,1 Verde,146A,2 Amarillo,162B,6 Rojo,176A,2 Crema,155A,4 Morado,N87B,1 Blanco,NN155A
15062361,3 Verde con muchas manchas,144A,7 Morado,N82A,1 Verde,143B,6 Rojo,187B,0 Ausente,,3 Amarillo claro,160C,4 Morado,N92D,0 Ausente,
15061801,2 Verde con pocas manchas,144A,7 Morado,92C,1 Verde,144B,6 Rojo,182B,1 Blanco-crema,160A,2 Crema,155A,3 Rojo,71A,1 Blanco,NN155A
15062371,3 Verde con muchas manchas,144A,7 Morado,N82A,.,.,1 Blanco-crema,161A,8 Morado,183D,2 Crema,155A,4 Morado,83B,1 Blanco,NN155D
15061969,2 Verde con pocas manchas,144A,7 Morado,91B,1 Verde,146A,1 Blanco-crema,162B,5 Rosado,182B,2 Crema,155A,4 Morado,N92D,1 Blanco,NN155A
15061808,2 Verde con pocas manchas,144A,7 Morado,N81C,5 Verde con áreas pigmentadas,144B,2 Amarillo,162C,5 Rosado,182B,2 Crema,157A,3 Rojo,71A,1 Blanco,NN155A
15061811,2 Verde con pocas manchas,144A,7 Morado,N88B,.,.,8 Morado,N77A,2 Amarillo,162C,2 Crema,160D,4 Morado,N92D,1 Blanco,NN155A
15062362,1 Verde,144A,8 Violeta,86B,5 Verde con áreas pigmentadas,144A,2 Amarillo,162A,0 Ausente,,2 Crema,160D,4 Morado,90B,1 Blanco,NN155A
15061813,1 Verde,144A,7 Morado,N82A,.,.,2 Amarillo,160A,5 Rosado,182A,2 Crema,160D,4 Morado,N87C,1 Blanco,NN155A
15061814,4 Pigmentado con abundante verde,N77A,7 Morado,N82A,1 Verde,144A,8 Morado,187B,1 Blanco-crema,160A,2 Crema,155A,4 Morado,N87B,1 Blanco,NN155A
15061815,1 Verde,144A,7 Morado,N88C,1 Verde,144B,8 Morado,183A,1 Blanco-crema,161C,2 Crema,160D,4 Morado,N88B,1 Blanco,NN155D
15062372,3 Verde con muchas manchas,144A,7 Morado,92B,5 Verde con áreas pigmentadas,144A,8 Morado,N77A,2 Amarillo,161A,3 Amarillo claro,160C,4 Morado,N92B,1 Blanco,NN155D
15061826,2 Verde con pocas manchas,144A,7 Morado,N82C,6 Verde con bandas pigmentadas,144A,8 Morado,183B,2 Amarillo,162A,1 Blanco,155C,3 Rojo,71A,1 Blanco,NN155A
15062373,1 Verde,144A,7 Morado,N81B,2 Verde con pocos puntos blancos,144A,6 Rojo,176A,2 Amarillo,161A,2 Crema,160D,3 Rojo,71A,1 Blanco,NN155A
15062031,2 Verde con pocas manchas,144A,7 Morado,N81B,4 Verde con abundantes puntos blancos,144B,6 Rojo,184A,2 Amarillo,162C,2 Crema,160D,3 Rojo,71B,1 Blanco,NN155A
15061893,2 Verde con pocas manchas,144A,7 Morado,N81B,.,.,6 Rojo,184A,2 Amarillo,162B,2 Crema,160C,4 Morado,90D,1 Blanco,NN155A
15061894,2 Verde con pocas manchas,144A,7 Morado,N81C,2 Verde con pocos puntos blancos,144A,6 Rojo,176D,1 Blanco-crema,164C,3 Amarillo claro,160C,3 Rojo,N78B,1 Blanco,NN155D
15061247,3 Verde con muchas manchas,144A,7 Morado,N87B,5 Verde con áreas pigmentadas,146B,8 Morado,183D,1 Blanco-crema,162C,2 Crema,155A,4 Morado,N88B,1 Blanco,NN155D
,,,,,,0,,,,,,,,,,
